	X1.2018-Nov	X2.2018-Dec	X3.2019-Jan	X4.2019-Feb	X5.2019-Mar	X6.2019-Apr	X7.2019-May	X8.2019-Jun	X9.2019-Jul	X10.2019-Aug	X11.2019-Sep	X12.2019-Oct	X13.2019-Nov	X14.2019-Dec	X15.2020-Jan	X16.2020-Feb	X17.2020-Mar	X18.2020-Apr	X19.2020-May	X20.2020-Jun	X21.2020-Jul	X22.2020-Aug	X23.2020-Sep	X24.2020-Oct	X25.2020-Nov	X26.2020-Dec	X27.2021-Jan	X28.2021-Feb	X29.2021-Mar	X30.2021-Apr	X31.2021-May	X32.2021-Jun
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__32617bp__000303..full	0.18163502	0.20716618	0.7653054	0.40702805	0.4193781	0.53550875	0.30081123	0.11283274	0	0.04617805	0.068616875	0.3226673625	0.57671785	0.402836	0.6550751	1.4661633	1.1129755	0.8920979625	0.671220425	0.4503428875	0.22946535	0.06835074	0.04170836	0	0.087788366	0.23161791	0.30291364	0.238919865	0.17492609	0.2633479	0.0941139	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__32510bp__000304..full	1.262918	1.3706385	2.4376128	2.3235435	2.8235576	7.7214704	1.3914157	0.7532229	0.61660856	0.46425068	0.55023324	7.01052462	13.470816	9.398653	4.4372764	6.084653	3.7813783	3.15536255	2.5293468	1.90333105	1.2773153	0.39689863	0.49495772	3.281064	6.374605	7.653178	7.0654254	5.5336567	4.001888	4.7984276	3.3734946	1.9131856
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__32453bp__000306..full	0.37108213	0.36602023	0.63374597	0.39138085	0.6142055	0	0.2148779	0.09355869	0.19830431	0.16378416	0.16198786	0.121941955	0.08189605	0.5730118	1.1245202	1.8912507	0.9224962	0.81109565	0.6996951	0.58829455	0.476894	0.24477598	0.078593664	0	0.09668589	0.3070551	0.351976	0.42114609	0.49031618	0.4244982	0.20171688	0.0881895
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__32263bp__000310..full	1.7066714	1.8088435	1.4304132	1.4318014	0.5117907	0.3988851	0.2349884	0	0.06069168	2.4395566	1.0058311	0.52903803	0.05224496	0.05364578	1.1985189	1.3929054	1.2458851	0.934413825	0.62294255	0.311471275	0	0.8130722	0.43840134	0.31156334	0.10740123	0.23654498	0.12946929	0.064734645	0	0.20004301	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__31888bp__000324..full	0	0.046828438	0.3697638	0.4062568	1.093334	0.45305112	0.4139334	0.7825343	0.063607864	0.059166055	0.07397205	0.059129455	0.04428686	0.12027187	3.0028913	9.443037	5.5568113	4.24359225	2.9303732	1.61715415	0.3039351	0.20151201	0.18837337	0.08883583	0.16627198	0.40701872	1.0789499	0.66655803	0.25416616	1.0047259	0.20256075	0.3054801
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__31308bp__000335..full	20.447865	19.240591	14.155368	9.237314	6.6180315	0.25399828	0.63186264	0.42711392	0.6121155	2.5247536	1.4528732	7.2639026	13.074932	10.388021	11.139791	10.817029	1.8343503	1.656308425	1.47826655	1.300224675	1.1221828	1.1086447	2.0157251	1.5289274	1.8411498	2.5629685	1.8774327	2.29542085	2.713409	2.4136963	1.8939744	0.7636863
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__31200bp__000339..full	0.12069255	0.16058007	0.34867996	0.29881346	0.5110502	0.3572585	0.09613513	0.21841066	0.077631116	0.08217104	0.099118955	0.0495594775	0	0.05441201	1.0881244	1.9826466	0.8226711	0.643018775	0.46336645	0.283714125	0.1040618	0.15365705	0.11031333	0.094345115	0.19694144	0.34785247	0.41331008	0.52426724	0.6352244	0.6675981	0.18143505	0.14359447
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__31173bp__000341..full	4.5271688	5.151137	7.1590014	5.728434	2.3286388	4.6137276	0.7936811	0.63763064	0.23858272	0.30426204	0.7635394	1.6869866	2.6104338	2.1294215	4.3357778	5.5212746	3.835907	3.0097529425	2.183598885	1.3574448275	0.53129077	0.3045487	2.8225422	1.6562997	2.3627903	3.0814724	2.969105	2.0029177	1.0367304	1.1364188	0.81913507	0.53686786
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__30760bp__000353..full	0.92033035	0.8971269	1.4195577	0.85373354	0.32111663	0.20408396	0.267502	0.059526328	0	0	0	0.3145095	0.629019	0.49965742	0.85759187	1.3754394	0.66800135	0.5010010125	0.334000675	0.1670003375	0	0	0.12067093	0.3085875	0.3673053	0.44423434	0.43129373	0.289501385	0.14770904	0.17402373	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__30576bp__000357..full	0.052894153	0.07519206	0.14481503	0	0.10849182	0.8142648	0	0.20169309	0	0.03612676	0.041128	0.14927181	0.25741562	0.3316861	1.9860973	3.0250514	2.5789092	2.0300875	1.4812658	0.9324441	0.3836224	0.13809226	0.089408614	0.09073243	0.14751068	0.6816226	1.1694721	0.9663672	0.7632623	0.80071646	0.41081032	0.3043985
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__30265bp__000366..full	2.1245859	1.9474947	3.8260362	4.8847322	1.4608451	5.7089624	0.8735284	0.26669914	0.10727392	0.17972584	19.12008	13.51932765	7.9185753	3.817089	13.121104	5.181565	3.5986614	2.7208368925	1.843012385	0.9651878775	0.08736337	0	0.14438497	0.19653961	0.8784986	1.3312674	0.919178	0.60661059	0.29404318	0.6398124	0.16313593	0.27880943
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__29915bp__000374..full	3.2171702	3.2132638	6.257957	4.077622	2.2312684	4.9305463	1.760673	0.7585512	0.22806828	0.09230696	0.08081157	0.071345133	0.061878696	0.14353348	1.393899	2.7773912	0.79357344	0.6519608125	0.510348185	0.3687355575	0.22712293	0.086495064	0.06234102	0.14401273	0.2634683	0.25106493	0.46960065	0.387556835	0.30551302	0.27465156	0.19150457	0.101231895
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__29317bp__000397..full	0.7411881	1.725065	2.0466976	5.3889256	1.939587	0.20378157	2.2587442	3.0492837	3.6740887	2.4692616	0.67339814	0.79651502	0.9196319	2.3687258	9.488919	9.765716	3.367232	2.80344125	2.2396505	1.67585975	1.112069	0.50987357	0.36816737	0.40404072	0.6059103	1.8238387	2.3598044	4.24889385	6.1379833	5.0774126	6.210017	2.5974722
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__29206bp__000402..full	0.44622576	0.3701298	0.27689034	0	0.11239685	0	0.5688367	1.742075	8.584403	11.78243	30.15251	34.2450475	38.337585	20.753345	7.9846144	6.9936438	1.8695205	8.767646625	15.66577275	22.563898875	29.462025	26.140755	7.34136	2.6489756	0.80729526	0.53284204	0.38545135	0.322131925	0.2588125	0.14099242	0.85560817	1.923328
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__29068bp__000405..full	0	0	0	0	0.040660635	0	0	0	0	0	0	0	0	0.112369046	1.028708	1.2787044	0.40882197	0.3066164775	0.204410985	0.1022054925	0	0	0	0	0.22661331	0.4822131	1.0304266	0.66489965	0.2993727	0.1673446	0.04861949	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__29063bp__000406..full	3.230862	3.3955102	4.9105964	4.183714	2.04077	1.8536023	0.764326	0.26427782	0.07870046	0.07533077	0.101570524	3.463594762	6.825619	6.1910334	8.39044	11.134137	6.0340195	4.6766774125	3.319335325	1.9619932375	0.60465115	0.28275263	1.610306	3.35917	3.6620634	4.417452	3.865525	2.8351441	1.8047632	2.3884122	1.2104824	0.8156308
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28903bp__000413..full	0.10398226	0.10001136	0.27230617	0.2433464	0.24543835	0.96369505	0.118042216	0.08509852	0	0	0	0	0	0.110267974	0.8936733	1.6429851	1.1672764	0.9304428575	0.693609315	0.4567757725	0.21994223	0	0.06390054	0.043694757	0.09604737	0.3968436	0.66662085	0.978228525	1.2898362	0.7431409	0.4677899	0.1719782
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28750bp__000418..full	24.416018	18.702381	9.276237	5.9195046	1.0015273	0.13766348	0.13411522	0	0.43860677	0.78901577	0.2151212	2.4810376	4.746954	6.516424	3.6896522	2.402455	0.7786445	0.583983375	0.38932225	0.194661125	0	0.06744263	0.8517574	0.7529677	0.47522	0.20209695	0.13546751	0.067733755	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28375bp__000429..full	0.99586594	1.1061846	2.0358713	2.7530246	1.8674835	2.7393134	1.7509297	1.9143912	2.5305064	2.0975454	2.0396285	1.44294545	0.8462624	0.7504617	0.9517159	0.93073004	0.605558	0.5610476675	0.516537335	0.4720270025	0.42751667	0.3260848	0.2781393	0.3305787	0.24629726	0.22582383	0.25738078	0.24251217	0.22764356	0.1751527	0.18708375	0.26755217
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28318bp__000432..full	0	0	0.07536472	0	0	0	0	0	0	0	0	0	0	0	0	1.2179426	0.6066517	0.454988775	0.30332585	0.151662925	0	0	0	0	0	0	0	0.13290936	0.26581872	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28172bp__000437..full	5.636903	5.4595957	4.790246	5.808684	6.3670783	0.13123688	1.1607909	0.20242243	0.6102054	0.7039502	0.8347692	12.5637086	24.292648	37.52174	19.217402	14.616069	2.7150733	3.419099125	4.12312495	4.827150775	5.5311766	3.9912398	9.884658	19.200386	15.929332	11.697881	10.193075	8.9204153	7.6477556	8.544056	7.4876533	2.4342182
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__28009bp__000444..full	1.1689909	1.376923	0.9877444	1.3819695	0.67579883	0	1.6513226	1.2431577	1.9120551	3.3764336	1.006527	5.378751	9.750975	8.633932	7.6675844	7.1414113	2.0511038	1.798885325	1.54666685	1.294448375	1.0422299	0.8174692	1.9603355	13.876199	8.870231	5.8446126	6.016813	4.37801155	2.7392101	2.574626	2.454972	1.9601158
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__27581bp__000465..full	1.2934624	1.3641058	1.7506183	1.3036788	0.5617756	1.1407527	0.22839311	0.12352318	0	0	0	0.51984485	1.0396897	0.835094	0.8884029	1.2313077	0.6861294	0.5421732125	0.398217025	0.2542608375	0.11030465	0.06072633	0	0	0.07249454	0.17033906	0.1629163	0.130041915	0.09716753	0.060410127	0.04607768	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__27146bp__000481..full	0	0	0.03516341	0	0	0.07069486	0	0	0.16667004	0.290598	0.547863	0.565171985	0.58248097	0.5113117	0.6397739	0.8244189	0.40936154	0.3469461425	0.284530745	0.2221153475	0.15969995	0.09489302	0.062394675	0.07878906	0.100119	0.143823	0.14942537	0.170355715	0.19128606	0.14427936	0.061943557	0.0700127
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__27127bp__000482..full	0.0783174	0.07812084	0.29445085	0.3175789	0.07135389	0.2186281	0	0	0	0	0	2.0513575	4.102715	1.6871606	4.058316	1.9326369	0.59951454	0.449635905	0.29975727	0.149878635	0	0	0	0	0.4995144	0.6992905	0.7558812	0.49622738	0.23657356	0.27499354	0.07532135	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__26263bp__000521..full	0.41024658	0.50892353	0.56675255	0.2969511	0.28398654	0.9808874	0.22698864	0.108449	0.10710696	0.2764034	0.30243623	0.292978065	0.2835199	1.9367586	1.6792783	2.9427743	1.0431039	0.8497040175	0.656304135	0.4629042525	0.26950437	0.2396476	0.06672874	0.14099532	0.21530016	0.30108395	0.097046524	0.048523262	0	0.043446686	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__26115bp__000528..full	0.054299504	0.08480821	0.21819016	0.28400776	0.09562794	0.4618081	0.1504633	0	0	0	0	0.17583318	0.35166636	0.33242247	6.3842235	3.348279	3.4945233	2.635519047	1.776514794	0.917510541	0.058506288	0.10805683	1.9953772	0.7004902	0.851055	1.7923443	1.8218882	1.29504605	0.7682039	1.1898519	0.16153918	0.268634
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__25256bp__000579..full	0.6052756	1.4165658	31.096552	32.483948	14.374184	32.986797	8.144513	2.529659	0.73741513	0.29970768	0.23508172	0.230967455	0.22685319	4.63799	34.23681	35.77891	21.569326	16.3503851	11.1314442	5.9125033	0.6935624	0.17380966	0.18479078	0.24035534	3.5909197	12.586209	15.886855	11.4267755	6.966696	3.6924238	2.2676597	1.7416252
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__25034bp__000587..full	0	0	0.06834935	0	0.051814444	0.24384765	0	0	0	0	0	0.0433769675	0.086753935	0.41552326	3.4521077	7.272168	18.648012	14.2020970425	9.756182085	5.3102671275	0.86435217	0.77569824	0.42792454	0.32589284	0.24001852	0.9798408	0.86259836	0.79347143	0.7243445	0.61665404	0.22573097	0.36876816
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__24458bp__000620..full	3.982351	3.9849808	1.668643	1.591026	0.7179809	0.105063364	0.35330117	3.1115742	2.7078347	3.1398482	6.869797	18.927067	30.984337	15.989311	12.455488	9.507646	5.1624837	4.869903575	4.57732345	4.284743325	3.9921632	3.307516	11.035105	15.394754	6.9261537	3.4041047	3.6962254	2.5682994	1.4403734	2.3777852	2.4087138	4.2004976
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__24327bp__000627..full	0.93016326	1.3655933	4.9150043	5.7502217	3.9600713	1.3103905	0.76910526	0.76395243	0.23556279	0.21358635	0.23106702	0.18992977	0.14879252	1.4442645	19.415695	23.316317	10.341855	8.07615885	5.8104627	3.54476655	1.2790704	0.9796423	0.78702307	0.66110075	1.1451944	4.2658677	4.9160357	4.15517595	3.3943162	3.246109	1.3937523	1.439388
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__23354bp__000699..full	0.8295005	0.81154674	1.2035031	1.4987928	0.49646235	1.572527	7.660127	9.893092	4.1290636	2.8398745	2.8620052	2.1519391	1.441873	2.4544327	1.810535	0.9189828	0.45083523	0.5539440975	0.657052965	0.7601618325	0.8632707	0.8577227	1.0628687	0.6188671	0.32004982	0.27580762	0.17090844	0.08545422	0	0.054538213	0	0.17842133
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__23297bp__000705..full	0.8248782	0.74752986	1.187979	1.5027382	1.1180975	1.1819268	1.3189557	0.82075846	3.75545	3.2310348	4.9160438	6.1782929	7.440542	18.431818	18.745068	19.657207	9.703298	7.969186425	6.23507485	4.500963275	2.7668517	2.1142771	1.7442746	4.271154	6.0161743	7.947955	7.5439434	5.2754768	3.0070102	1.6201782	2.4583876	1.8579229
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__23070bp__000723..full	0.062891535	0.06849215	0.06948147	0	0.04324897	0.27164784	0	0	0.3475654	4.463424	8.256264	4.6362443	1.0162246	0.7805682	1.187874	0.85889024	0.53610116	0.5532319825	0.570362805	0.5874936275	0.60462445	1.1962157	0.5147176	0.30726972	0.15525612	0.22469161	0.18107069	0.216465145	0.2518596	0.148188	0.1449298	0.08057297
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__22780bp__000738..full	0.11676912	0.18197893	0.86692595	1.5273612	0.9184775	1.0447378	0.5472112	0.08557942	0.16739905	0.2758368	0.2291251	0.173352385	0.11757967	0.23013808	1.6629951	1.450129	2.8937085	2.2103916825	1.527074865	0.8437580475	0.16044123	0.12880164	0.17402057	0.09657365	0.14828457	0.34665412	0.48028988	0.69903429	0.9177787	1.100968	0.55748737	0.35802615
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__22668bp__000751..full	0.7840508	1.216947	3.350414	3.6443286	1.8758804	0.7714872	0.18346094	0.4223571	0.705155	0.7147815	0.91872746	0.71688788	0.5150483	1.3986031	3.7631536	4.160559	1.7303121	1.71248605	1.69466	1.67683395	1.6590079	1.5256716	1.0094928	0.90037656	1.3389555	2.5634985	2.5408466	2.57855465	2.6162627	2.4788532	1.4607055	1.908996
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__22358bp__000770..full	0	0	0	0	0	0	0	0	0	0	0	0.06568726	0.13137452	1.2320726	2.732768	3.5928223	0.8697677	0.67526142	0.48075514	0.28624886	0.09174258	0	0	0.122095615	0.30262852	3.894402	3.8144886	2.7351912	1.6558938	0.32169142	0.8068312	0.17610246
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__21860bp__000808..full	0.37195155	0.3704987	0.76660264	1.62273	1.7298261	6.373043	0.8122534	0.45202792	0.46842948	0.36457348	0.23444422	0.18403078	0.13361734	0.24248579	3.451129	1.8170123	4.566494	3.4785361575	2.390578315	1.3026204725	0.21466263	0.13601977	0.5671735	0.618304	0.5625854	0.6174983	0.5971941	0.551622135	0.50605017	0.42251942	0.29339212	0.23588043
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__20890bp__000896..full	0.08392514	0.09877748	1.7691694	3.942757	4.27906	1.6629685	1.5569274	0.37678018	0.050323423	0	0	0.0240100435	0.048020087	0.31708795	3.551588	5.5770774	11.363978	8.5560208525	5.748063705	2.9401065575	0.13214941	0	0	0	0.07620427	0.2835152	0.46139678	0.61108074	0.7607647	0.117354	0.27424723	0.09348115
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__20594bp__000921..full	2.306743	3.1849604	4.378918	3.565277	1.8000649	0.11899822	0.6059022	0.18271108	0.0675685	0.048764676	0	0.05072396	0.10144792	1.8140814	4.19773	6.986361	4.556415	3.46026774	2.36412048	1.26797322	0.17182596	0.08526888	0.44584242	2.4156823	1.0493035	1.4043496	0.53539425	0.3757355	0.21607675	0.2925156	0.16711977	0.23328178
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__20441bp__000932..full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0931121	1.0115048	1.4299241	1.08354547675	0.7371668535	0.39078823025	0.044409607	0	0	0	0.07915724	0.24760836	0.3756936	0.38714226	0.39859092	0.20699395	0.11382564	0.06258776
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__19934bp__000977..full	0.18335639	0.17014904	0.24023469	0.24765903	0.17308731	0	0.10233431	0.07350421	0.19334409	0.13887288	0.15163897	0.16265221	0.17366545	0.35250387	0.7268709	1.0600606	0.6127895	0.5343461625	0.455902825	0.3774594875	0.29901615	0.29942462	0.19945695	0.52748734	0.7729218	1.5423036	1.3732687	0.996015715	0.61876273	0.25063586	0.3495496	0.23803392
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__19362bp__001042..full	0.34061977	0.48187086	0.6346322	0.60258543	0.30859956	0.23519497	0.22276804	0.04869358	0	0	0	0	0	0.061321847	0.36868337	0.78785056	1.5925022	1.19437665	0.7962511	0.39812555	0	0	0	0	0	0.11733191	0.0777322	0.0388661	0	0.092930816	0	0.062863804
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__18873bp__001100..full	0	0	0	0	0	0	0	0	4.9315653	1.1301806	0.28107402	0.32793127	0.37478852	0.14638065	1.0241584	2.1215205	0.3566013	0.81775205	1.2789028	1.74005355	2.2012043	3.6569858	0.3842744	1.0873706	0.73235965	0.5902043	0.18090886	0.09045443	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__18705bp__001119..full	0	0	0	0	0.064018	0	0	0	0	0	0	0.11777764	0.23555528	0.51790684	0.7591468	1.3665444	0.44722402	0.36725156	0.2872791	0.20730664	0.12733418	0.0765879	0	0	0	0	0	0	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__18625bp__001134..full	2.9842722	4.760539	3.7481215	3.8931057	0.35361174	0.08151048	0.20117086	0.03668845	0	0	0	0	0	0	1.1960026	1.5297033	3.8372009	2.877900675	1.91860045	0.959300225	0	0	0	0	0	0	0	0	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__18405bp__001163..full	0.7221757	0.91813606	1.1733282	2.0057929	0.35617417	0.30103755	0.16417591	0.3217332	2.3984258	1.5735552	2.2163167	1.45063675	0.6849568	1.4057097	5.264768	4.1675787	2.8302703	2.1674632175	1.504656135	0.8418490525	0.17904197	0.25796247	1.0177226	1.4775532	2.777311	3.059187	2.7034256	1.7450627	0.7866998	0.4167721	0.1678572	0.2229889
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__18313bp__001175..full	1.1742604	3.8143432	17.458628	10.919564	7.9291353	7.3364983	1.1618202	0.2308043	0	0	0	0.0355222075	0.071044415	2.7645957	5.6700716	6.978408	2.4554276	1.8649425775	1.274457555	0.6839725325	0.09348751	0	0	0	0.0730844	0.53643113	0.75162435	0.889329975	1.0270356	0.68470556	0.323452	0.11822746
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__17739bp__001256..full	0	0	0.10458526	0	0	0	0	0	0	0	0	0.8462709	1.6925418	2.5559063	1.3340855	1.5002595	0.12261704	0.09196278	0.06130852	0.03065426	0	0	0	0	0	0	0	0	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__17467bp__001296..full	3.7847533	3.6369143	6.7095385	7.8612146	5.5938835	7.1434298	3.333665	1.5720656	7.222193	6.482816	7.972434	12.609154	17.245874	36.337616	45.51416	42.601788	23.816214	18.886481	13.956748	9.027015	4.097282	4.0318513	5.3292017	10.863413	13.047061	17.138193	13.28349	11.073562	8.863634	5.8705506	7.3938003	6.2361984
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__17098bp__001364..full	1.9538213	1.7021208	1.0449755	1.0759172	0.2906167	0.11034258	0.77081776	0	0.2423251	1.9674877	0.9687916	7.5367408	14.10469	15.186281	18.491747	8.789869	1.6739466	1.2824648675	0.890983135	0.4995014025	0.10801967	1.054658	1.9360126	0.44379485	0.21516767	0.3122121	0.24051352	0.173835065	0.10715661	0.25988322	0.067472845	0.09222779
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__16969bp__001389..full	0.045812238	0	0.08333065	0	0.24934329	0.11630701	0.5507049	0.49343824	1.4402721	1.3451018	0.72855395	0.633079175	0.5376044	0.33106515	1.1691461	0.93880785	0.987251	0.819070775	0.65089055	0.482710325	0.3145301	0.17702018	0.2124074	0.4592277	0.35070255	0.3341244	0.42168117	0.609764535	0.7978479	0.5638536	0.7064446	0.71951514
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__16162bp__001564..full	0.08390831	0.08973023	0.17944327	0	0.057422362	0	0.16628698	0.049609657	0	0.043780744	0	0.44510005	0.8902001	5.9297976	1.4943944	2.3250341	0.6354613	0.476595975	0.31773065	0.158865325	0	0	0	0.7695708	0.8529686	2.7969408	1.1370804	0.652439365	0.16779833	0.14578144	0	0.052991424
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__14585bp__001906..full	0	0	0	0	0	0.115239926	0	0	0	0	0.03690375	0.151769875	0.266636	0.24422504	0.5529544	0.9156603	0.44370523	0.3429436675	0.242182105	0.1414205425	0.04065898	0	0	0	0	0	0	0	0	0	0	0
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__14178bp__002007..full	0	0	0.21474358	0.2192296	0.48082915	0.38590002	0.2555648	0	0	0	0	0.105269005	0.21053801	0.28610605	0.19338454	0.5389769	0.19872229	0.159939565	0.12115684	0.082374115	0.04359139	0.09045079	0	0.046399884	0.042148154	0.34622142	0.23245305	0.312222705	0.39199236	0.13087973	0.38136294	0.275041
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__13341bp__002276..full	0	0	0	0	0	0	0	0	0.5300298	0.94383276	0.18571816	0.41072298	0.6357278	0.23269212	1.1274266	1.2306957	0.22064224	0.321060665	0.42147909	0.521897515	0.62231594	1.2782003	0.4180839	0.711616	0.4322431	0.23977628	0.14088747	0.093204285	0.0455211	0	0	2.3493872
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__12390bp__002619..full	0	0	0	0	0	0	0	0	0.12563561	0.08966223	0.07861779	0.508921315	0.93922484	3.3508801	4.367213	6.0476413	3.4880178	2.751376915	2.01473603	1.278095145	0.54145426	0.24059793	0.15346697	0.23351122	0.2985563	0.82447755	0.5880881	0.56196315	0.5358382	0.16389267	0.37646866	0.13572946
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__12035bp__002770..full	0.08827223	0.088050686	0.24769258	0	0.3465677	0	0.41600758	0.32248297	0.23894456	0.18395297	0.07098607	0.11025719	0.14952831	0.17563996	0.4998792	0.91952	1.3460412	1.13796105	0.9298809	0.72180075	0.5137206	0.61146104	0.09582958	0.13541493	0.12824947	0.3601783	0.6122982	0.8363925	1.0604868	1.4244063	0.8798245	0.6135145
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__58870bp__000053..full	3.8686697	3.2173965	5.275532	6.270024	11.474402	7.6313157	3.659434	1.7659203	10.58688	6.7590947	7.9312243	10.73277115	13.534318	19.315582	15.343031	15.166938	8.465364	8.99184375	9.5183235	10.04480325	10.571283	8.325162	7.3782935	15.907505	24.866335	29.697504	38.06819	38.546695	39.0252	35.017525	35.458637	15.263852
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__56366bp__000060..full	12.817641	17.3792	11.800852	8.939597	6.8484387	1.3607216	1.5399191	0.37526724	0.49028224	0.64349604	1.0083488	80.6952394	160.38213	131.10689	42.7561	33.19958	8.018291	6.30414625	4.5900015	2.87585675	1.161712	0.23064196	9.94097	14.6356125	7.561713	4.2942605	4.152775	3.94948315	3.7461913	2.3561592	2.4370296	1.0848144
X2020.Feb.viral.fraction__viral.spades.short__as.yet.unknown__23171bp__000712..full	0	0	0	0	0	0	0	0	0.45630634	0.22297373	0.049626384	0.149975182	0.25032398	0.48379123	0.47493106	1.3388221	0.27668032	0.20751024	0.13834016	0.06917008	0	0	0.06859639	0.13805841	0	0	0	0	0	0	0	0
X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__259671bp__000001..full	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7125902	2.03444265	1.3562951	0.67814755	0	0	0	0	0	0	0	0	0	0	0	0
X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__163085bp__000003..full	0	0	0.4455753	1.0990428	1.8491995	0.45178354	0.117515	0.040494666	0	0	0	0	0	0.06290935	0.6954914	1.0641129	8.437382	6.3280365	4.218691	2.1093455	0	0	0	0	0.06427539	0.19353397	0.23883794	0.68817017	1.1375024	0.7433222	0.096086785	0
X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__153534bp__000004..full	0.3469272	0.33990118	0.6020899	1.2004881	0.5654002	1.8758552	0.114587404	0	0	0	0	0	0	0.52222955	6.7909594	4.5006313	17.515049	13.146843024	8.778637048	4.410431072	0.042225096	0	0	0	0.6776855	0.53720933	0.77914804	0.64502187	0.5108957	0.22851321	0.07755145	0
X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__152974bp__000005..full	0	0	0	0	0	0.19280072	0	0	0	0	0	0	0	0	0.19748694	0.14590743	3.7029808	2.7772356	1.8514904	0.9257452	0	0	0	0	0	0	0	0	0	0	0	0
X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__136975bp__000006..full	0	0	0.06087533	0	0.07939325	0.5645884	0	0	0	0	0	0	0	0.06767373	1.3937817	1.2218398	10.419251	7.81443825	5.2096255	2.60481275	0	0	0	0	0	0	0.060310934	0.0922906195	0.124270305	0.06620276	0	0
