klusters_tree_list3	obs
89	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__28448bp__000458..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__28546bp__000454..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__28990bp__000439..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29283bp__000433..full
11	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29292bp__000431..full
49	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29428bp__000429..full
21	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__29508bp__000427..full
52	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30113bp__000410..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30187bp__000408..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30202bp__000407..full
1	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30414bp__000399..full
97	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30898bp__000389..full
71	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30901bp__000388..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__30981bp__000387..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__31263bp__000377..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__31514bp__000370..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__31680bp__000364..full
21	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32245bp__000352..full
1	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32461bp__000346..full
98	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32600bp__000343..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32678bp__000341..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32684bp__000340..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32706bp__000339..full
50	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__32731bp__000337..full
89	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__33516bp__000316..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__33944bp__000307..full
52	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34240bp__000301..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34386bp__000298..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34553bp__000295..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34666bp__000291..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34669bp__000290..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34673bp__000289..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34752bp__000287..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__34815bp__000286..full
92	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35135bp__000280..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35149bp__000279..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35579bp__000271..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35600bp__000270..full
100	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__35837bp__000266..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36005bp__000262..full
66	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36282bp__000258..full
97	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36362bp__000256..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36427bp__000254..full
75	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36438bp__000253..full
26	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36452bp__000252..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36561bp__000248..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__36944bp__000242..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37073bp__000240..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37089bp__000239..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37230bp__000237..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37396bp__000233..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37423bp__000231..full
64	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37622bp__000227..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__37966bp__000226..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__38457bp__000216..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39097bp__000208..full
52	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39203bp__000204..full
92	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39233bp__000203..full
66	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39388bp__000201..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__39551bp__000197..full
66	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__40186bp__000191..full
66	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__40742bp__000186..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__40809bp__000185..full
62	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__40860bp__000184..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41008bp__000182..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41075bp__000181..full
64	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41546bp__000174..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__41880bp__000170..full
90	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__42116bp__000168..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__43532bp__000152..full
56	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__43870bp__000147..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__43932bp__000146..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__43974bp__000145..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44001bp__000144..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44058bp__000143..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__44363bp__000139..full
66	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__45171bp__000134..full
49	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__45462bp__000131..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46065bp__000124..full
97	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__46204bp__000123..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47680bp__000113..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__47762bp__000112..full
86	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48368bp__000107..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__48449bp__000106..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__49153bp__000101..full
92	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__50089bp__000099..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__50114bp__000098..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__50705bp__000096..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__51167bp__000091..full
95	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__51237bp__000090..full
53	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__51936bp__000086..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__52429bp__000081..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__53356bp__000078..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__53556bp__000077..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__53729bp__000076..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__54187bp__000071..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__54572bp__000069..full
94	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__55251bp__000066..full
62	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__55948bp__000064..full
59	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__56697bp__000061..full
75	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__58437bp__000055..full
60	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__58721bp__000054..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__58922bp__000053..full
108	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__60376bp__000050..full
52	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__61703bp__000047..full
96	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__61728bp__000046..full
101	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__62497bp__000043..full
90	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__64913bp__000036..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__76569bp__000025..full
54	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__78928bp__000023..full
103	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__78954bp__000022..full
23	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__81807bp__000020..full
49	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__88768bp__000017..full
56	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__90755bp__000014..full
21	X2020.Mar.viral.fraction__viral.spades.short__as.yet.unknown__93963bp__000013..full
1	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__102461bp__000009..full
21	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__115233bp__000006..full
101	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__11751bp__002696..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__11912bp__002616..full
3	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__11975bp__002588..full
105	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__13245bp__002092..full
99	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__13662bp__001983..full
39	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__141445bp__000004..full
37	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__151696bp__000003..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__17004bp__001236..full
20	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__17162bp__001216..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__18116bp__001093..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__18690bp__001033..full
39	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19100bp__000979..full
91	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19469bp__000950..full
86	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__19553bp__000933..full
92	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__199976bp__000002..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20007bp__000887..full
3	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20138bp__000871..full
107	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20147bp__000870..full
18	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20478bp__000836..full
61	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20481bp__000835..full
51	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__20799bp__000809..full
106	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21182bp__000771..full
100	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__21432bp__000752..full
88	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22003bp__000704..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22170bp__000696..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22226bp__000693..full
68	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22324bp__000689..full
97	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__22674bp__000664..full
100	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23411bp__000621..full
68	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23849bp__000600..full
6	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__23983bp__000595..full
40	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__24380bp__000566..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25329bp__000512..full
88	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25535bp__000504..full
3	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__25972bp__000486..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26056bp__000482..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26147bp__000479..full
99	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__26695bp__000456..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__27974bp__000406..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29151bp__000377..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29173bp__000376..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29859bp__000357..full
36	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__29891bp__000356..full
102	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31225bp__000322..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31229bp__000321..full
39	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31296bp__000320..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31508bp__000314..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31753bp__000311..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__31978bp__000306..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__32238bp__000296..full
61	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33541bp__000274..full
18	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__33741bp__000267..full
61	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__34845bp__000250..full
67	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__34923bp__000249..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__35137bp__000241..full
91	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__36641bp__000221..full
38	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__36819bp__000217..full
86	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__37200bp__000215..full
61	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__37708bp__000204..full
74	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__37961bp__000200..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__38489bp__000194..full
1	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__38878bp__000185..full
51	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__40325bp__000168..full
83	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__40652bp__000166..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__41376bp__000161..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__41646bp__000156..full
75	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__41948bp__000153..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__43932bp__000138..full
107	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__44061bp__000136..full
38	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__44359bp__000132..full
102	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__47504bp__000113..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__50998bp__000093..full
39	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__52075bp__000085..full
106	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__52400bp__000082..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__52457bp__000080..full
104	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__54645bp__000065..full
94	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__55848bp__000061..full
68	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__56354bp__000057..full
32	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__58126bp__000046..full
44	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__61514bp__000042..full
63	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__70232bp__000024..full
61	X2020.Nov.viral.fraction__viral.spades.short__as.yet.unknown__96271bp__000010..full
99	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__125631bp__000005..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__12794bp__001957..full
106	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__132041bp__000004..full
44	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__13465bp__001760..full
23	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__13708bp__001701..full
107	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__13836bp__001659..full
44	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__13973bp__001627..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__15243bp__001342..full
86	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__15629bp__001247..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__16447bp__001113..full
24	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__16724bp__001075..full
83	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__17256bp__001005..full
2	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__17792bp__000959..full
106	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__178493bp__000002..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__18028bp__000921..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__18291bp__000887..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__18300bp__000885..full
61	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__18952bp__000816..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__19635bp__000759..full
104	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__19656bp__000757..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__19664bp__000756..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__19777bp__000749..full
34	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20327bp__000706..full
70	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20400bp__000701..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20554bp__000686..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20761bp__000665..full
107	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20815bp__000659..full
106	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__20887bp__000652..full
20	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__22094bp__000585..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__22130bp__000583..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__22180bp__000580..full
94	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__22351bp__000569..full
38	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__22665bp__000547..full
61	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__24030bp__000473..full
97	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__24210bp__000467..full
106	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__24314bp__000460..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__24593bp__000450..full
8	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__25687bp__000406..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__27026bp__000370..full
87	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__271392bp__000001..full
70	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__27151bp__000368..full
83	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__27298bp__000362..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__27707bp__000351..full
61	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__28496bp__000327..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__29457bp__000301..full
20	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__30042bp__000292..full
83	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__30308bp__000289..full
61	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__30633bp__000284..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__31637bp__000264..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__31900bp__000258..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__31944bp__000256..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__31950bp__000255..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__32409bp__000243..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__32833bp__000232..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33058bp__000229..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33103bp__000225..full
16	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33114bp__000224..full
63	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33147bp__000223..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33300bp__000221..full
25	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33486bp__000217..full
106	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__33603bp__000215..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__34222bp__000204..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__34478bp__000200..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__34740bp__000194..full
94	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__35787bp__000175..full
74	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__36713bp__000166..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__37095bp__000164..full
64	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__38794bp__000152..full
94	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__39202bp__000147..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__39879bp__000139..full
52	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__40060bp__000134..full
44	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__40378bp__000132..full
40	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__40654bp__000130..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__41279bp__000124..full
8	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__41629bp__000122..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__42039bp__000118..full
38	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__43219bp__000110..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__44240bp__000103..full
32	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__44987bp__000099..full
73	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__47211bp__000089..full
88	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__48960bp__000080..full
63	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__51667bp__000066..full
39	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__53272bp__000060..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__54008bp__000058..full
1	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__54246bp__000054..full
83	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__54834bp__000051..full
61	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__55200bp__000050..full
20	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__56644bp__000046..full
25	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__58776bp__000037..full
102	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__60055bp__000035..full
5	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__63901bp__000026..full
75	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__68969bp__000022..full
56	X2020.Oct.viral.fraction__viral.spades.short__as.yet.unknown__92635bp__000012..full
44	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__106304bp__000010..full
79	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__11960bp__001995..full
44	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__12693bp__001774..full
20	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__13243bp__001598..full
15	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__135188bp__000008..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__15118bp__001242..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__152718bp__000007..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__15865bp__001121..full
88	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__15956bp__001107..full
102	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__160365bp__000005..full
98	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__16870bp__000984..full
75	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__16914bp__000980..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__17147bp__000955..full
63	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__17761bp__000890..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__17911bp__000876..full
24	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__18291bp__000835..full
94	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__19125bp__000769..full
46	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__19134bp__000767..full
83	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__19263bp__000757..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__19542bp__000737..full
39	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__20106bp__000692..full
21	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__20270bp__000679..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__21423bp__000609..full
105	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__21476bp__000605..full
106	X2020.Sep.viral.fraction__viral.spades.short__as.yet.unknown__21733bp__000587..full
